Line Number,Company Name,Company CIK Key,company_edit_name
772,140 BW LLC,1316342,140 bw llc
773,140 DEARBORN LLC,1679879,140 dearborn llc
774,140 EAST HARTSDALE LLC,1593781,140 east hartsdale llc
775,140.32 LLC,1610365,140.32 llc
776,"1400 APT VENTURE, LLC",1694970,"1400 apt venture, llc"
777,1400 EYE INVESTORS LLC,1192616,1400 eye investors llc
778,1400 HUDSON LLC,1626489,1400 hudson llc
779,"1400 REIT, LLC",1536620,"1400 reit, llc"
780,"1401 CALLOWAY, LLC",1692777,"1401 calloway, llc"
781,1401 HOLCOMB LLC,1659441,1401 holcomb llc
782,1401 K INVESTORS LLC,1444974,1401 k investors llc
783,"1401 MORRISON, LP",1641642,"1401 morrison, lp"
784,"1401 REIT, LLC",1536621,"1401 reit, llc"
785,"1405 SIDNEY BAKER, LLC",1670454,"1405 sidney baker, llc"
786,1407 W SHADY GROVE RD LLC,1670156,1407 w shady grove rd llc
787,141 CAPITAL INC,1420081,141 capital inc
788,"141 CAPITAL, INC.",1083384,"141 capital, inc."
789,"141 S. MERIDIAN, LP",1608599,"141 s. meridian, lp"
790,141 TRADING GROUP LLC,1436770,141 trading group llc
791,1410 ABBOT KINNEY LLC,1381406,1410 abbot kinney llc
792,1410 PARTNERS LLC,1620673,1410 partners llc
793,14100 INVESTORS 2008 LLC,1435985,14100 investors 2008 llc
794,1411 BROADWAY REIT,1567518,1411 broadway reit
795,1411 K HOLDINGS LLC,1245837,1411 k holdings llc
796,1411 MAIN STREET LLC,1316014,1411 main street llc
797,"1412 BROADWAY HOLDINGS, LLC",1508122,"1412 broadway holdings, llc"
798,1414 EAST DANA LLC,1559599,1414 east dana llc
799,1415 GLYNN LLC,1659008,1415 glynn llc
800,1415 INVESTORS LLC,1207099,1415 investors llc
801,"14159 CAPITAL (GP), LLC",1317493,"14159 capital (gp), llc"
802,"14159 CAPITAL (GP, LLC",1317493,"14159 capital (gp, llc"
803,"14159, L.P.",1551138,"14159, l.p."
804,"1418 ADAMS ST., LLC",1515848,"1418 adams st., llc"
805,141ST STREET INVESTMENT GROUP LLC,1443787,141st street investment group llc
806,142 WEST 36TH STREET REIT INC,1630393,142 west 36th street reit inc
807,1420 EAST MADISON STREET LLC,1605119,1420 east madison street llc
808,1420525 ALBERTA LTD.,1448961,1420525 alberta ltd.
809,1421 RICHARDSON STREET LLC,1337595,1421 richardson street llc
810,1426835 ONTARIO INC,1253522,1426835 ontario inc
811,142ND STREET PANATTONI INC,1414197,142nd street panattoni inc
812,"143-45 SANFORD AVENUE, INC.",1695726,"143-45 sanford avenue, inc."
813,1430 PETTYGROVE MANAGER LLC,1702170,1430 pettygrove manager llc
814,"1438 WEST PEACHTREE PARTNERS, LLC",1677638,"1438 west peachtree partners, llc"
815,"144 MEDIA, LLC",1430303,"144 media, llc"
816,144 WARREN LLC,1570376,144 warren llc
817,1441163 ALBERTA LTD.,1474313,1441163 alberta ltd.
818,"1443 CHAPIN STREET, LP",1492395,"1443 chapin street, lp"
819,"1447 11TH LP, A CALIFORNIA LIMITED PARTNERSHIP",1693156,"1447 11th lp, a california limited partnership"
820,1448 MCCARTER HIGHWAY LLC,1270297,1448 mccarter highway llc
821,"1448 NAPERVILLE-WHEATON AM, LLC",1591649,"1448 naperville-wheaton am, llc"
822,144A FUND LP,1432632,144a fund lp
823,"144A OFFSHORE FUND, LTD.",1486736,"144a offshore fund, ltd."
824,145 AMERICAS LLC,1283474,145 americas llc
825,145 PARTNERS LLC,1393735,145 partners llc
826,1450 WASHINGTON LLC,1497065,1450 washington llc
827,1451 HUDSON LLC,1664937,1451 hudson llc
828,"14555 SCOTTSDALE ROAD, LP",1668019,"14555 scottsdale road, lp"
829,14575 INNOVATION DRIVE LIMITED PARTNERSHIP,1511887,14575 innovation drive limited partnership
830,"145TH 275, LLC",1696970,"145th 275, llc"
831,14649 SATICOY PARTNERS LP,1276970,14649 saticoy partners lp
832,"1466 ROCKCUT ROAD, LLC",1687567,"1466 rockcut road, llc"
833,1470 TELES LLC,1196157,1470 teles llc
834,1475 NORTH GRANITE REEF ROAD LLC,1223140,1475 north granite reef road llc
835,"1475 WASHINGTON AVENUE ASSOCIATES, LLC",1649298,"1475 washington avenue associates, llc"
836,1476448 ONTARIO,1555044,1476448 ontario
837,1488 - 32ND STREET LLC,1673296,1488 - 32nd street llc
838,"14896 E 38TH AVENUE, LLC",1630448,"14896 e 38th avenue, llc"
839,1492 ACQUISITION LLC,1559245,1492 acquisition llc
840,1492 CAPITAL MANAGEMENT LLC,1584087,1492 capital management llc
841,1496965 ALBERTA LTD.,1551914,1496965 alberta ltd.
842,1499 MASSACHUSETTS AVENUE INC,1200913,1499 massachusetts avenue inc
843,"14TH & EUCLID, LLC",1683715,"14th & euclid, llc"
844,14WBELLA LLC,1562750,14wbella llc
845,15 ANGELS LLC,1677269,15 angels llc
846,"15 ANIMAL KINGDOM-GOLDEN MEAN, LLC",1699905,"15 animal kingdom-golden mean, llc"
847,"15 ANIMAL KINGDOM/CIAO, LLC",1685121,"15 animal kingdom/ciao, llc"
848,"15 BROKEN VOW/GIVE MY REGARDS, LLC",1699870,"15 broken vow/give my regards, llc"
849,"15 CITY ZIP/WALLINGFORD, LLC",1682904,"15 city zip/wallingford, llc"
850,"15 CREATIVE CAUSE/BARBY SUE, LLC",1702543,"15 creative cause/barby sue, llc"
851,"15 DATA LINK/MALAYSIA, LLC",1705845,"15 data link/malaysia, llc"
852,"15 ELUSIVE QUALITY/MY SPECIAL SECRET, LLC",1705687,"15 elusive quality/my special secret, llc"
853,"15 FIELD COMMISSION/IMPERIAL BLUE, LLC",1701133,"15 field commission/imperial blue, llc"
854,"15 FRIESAN FIRE/DUCK THE PUNCH, LLC",1705324,"15 friesan fire/duck the punch, llc"
855,"15 GEMOLOGIST/RED MENACE, LLC",1683130,"15 gemologist/red menace, llc"
856,"15 GHOSTZAPPER/PENSION, LLC",1685368,"15 ghostzapper/pension, llc"
857,"15 GRAYDAR/VERONICAS LAKE, LLC",1701785,"15 graydar/veronicas lake, llc"
858,"15 JIMMY CREED/SLICED BREAD, LLC",1702802,"15 jimmy creed/sliced bread, llc"
859,"15 LEMON DROP KID/DOE, LLC",1685269,"15 lemon drop kid/doe, llc"
860,"15 MALIBU MOON/INDIAN BREEZE, LLC",1702675,"15 malibu moon/indian breeze, llc"
861,"15 MONTGOMERY WAY, LLC",1688691,"15 montgomery way, llc"
862,"15 MORNING LINE/ANGEL TRUMPET, LLC",1705129,"15 morning line/angel trumpet, llc"
863,"15 MORNING LINE/HOMECOMING DANCE, LLC",1707663,"15 morning line/homecoming dance, llc"
864,"15 MUNNINGS/BLISS, LLC",1701353,"15 munnings/bliss, llc"
865,15 NOBLE CAUSEWAY/MOMMAS EYES LLC,1705319,15 noble causeway/mommas eyes llc
866,"15 OVERANALYZE/HAPPY DESTINY, LLC",1701076,"15 overanalyze/happy destiny, llc"
867,"15 PAYNTER/DIXIES HOPE, LLC",1705135,"15 paynter/dixies hope, llc"
868,"15 PAYNTER/MORE OATS PLEASE, LLC",1707642,"15 paynter/more oats please, llc"
869,"15 QUALITY ROAD/R CHARLIES ANGEL, LLC",1701058,"15 quality road/r charlies angel, llc"
870,"15 SEA STREET, INC.",1489298,"15 sea street, inc."
871,"15 SHANGHAI BOBBY/SEA LAUNCH, LLC",1685597,"15 shanghai bobby/sea launch, llc"
872,"15 STAY THIRSTY/WATRUGONNADOROSIE, LLC",1705591,"15 stay thirsty/watrugonnadorosie, llc"
873,"15 THE FACTOR/ALPHA TAMMY, LLC",1701512,"15 the factor/alpha tammy, llc"
874,"15 UNCLE MO/PATSYS KIM, LLC",1682903,"15 uncle mo/patsys kim, llc"
875,150 BROADWAY LLC,1629571,150 broadway llc
876,"150 FAYETTEVILLE PARTNERS, LLC",1696854,"150 fayetteville partners, llc"
877,150 MCCLELLAN HIGHWAY LLC,1276945,150 mcclellan highway llc
878,"150 OFFICE DEVELOPMENT, LLC",1479089,"150 office development, llc"
879,150 WFA LLC,1440841,150 wfa llc
880,1500 GARDEN ST. LLC,1335625,1500 garden st. llc
881,1500 REAGAN HILL LLC,1664496,1500 reagan hill llc
882,1500 VENTURE LLC,1681330,1500 venture llc
883,1500 WEST ELIZABETH CORP,1295261,1500 west elizabeth corp
884,1501 FIRST AVENUE SOUTH LP,1437643,1501 first avenue south lp
885,"1501-1515 REIT, LLC",1536612,"1501-1515 reit, llc"
886,"1503 HOLDINGS, L.P.",1462118,"1503 holdings, l.p."
887,151 FRANKLIN STREET REIT LLC,1599132,151 franklin street reit llc
888,151 PROPRIETORS LLC,1609724,151 proprietors llc
889,"151 Q STREET REIT, LLC",1659210,"151 q street reit, llc"
890,151 VFW PARKWAY LLC,1669005,151 vfw parkway llc
891,"151 W. ERIE, LLC",1708329,"151 w. erie, llc"
892,151 WILLIAM RELATY LLC,1430939,151 william relaty llc
893,15135 MEMORIAL PROPERTIES L P,1261408,15135 memorial properties l p
894,1514768 ALBERTA LTD.,1521356,1514768 alberta ltd.
895,1515 BROADWAY REALTY CORP,1211341,1515 broadway realty corp
896,1515 LOCUST STREET LP,1293562,1515 locust street lp
897,"1515 WEST STATE STREET BOISE, IDAHO, LLC",1312442,"1515 west state street boise, idaho, llc"
898,"1516-18 N. 15TH STREET, LP",1531208,"1516-18 n. 15th street, lp"
899,1517 FUND I SIDECAR LP,1658654,1517 fund i sidecar lp
900,"1517 FUND I, L.P.",1651759,"1517 fund i, l.p."
901,152 LUDLOW LLC,1572146,152 ludlow llc
902,1520 W 13TH AVENUE LLC,1349629,1520 w 13th avenue llc
903,153 HEMINGWAY INVESTMENTS LLC,1331146,153 hemingway investments llc
904,153 W ROSECRANS AVENUE STORAGE LLC,1679649,153 w rosecrans avenue storage llc
905,1531 UTAH AVENUE SOUTH LP,1415992,1531 utah avenue south lp
906,1538 WAZEE STREET LLC,1339334,1538 wazee street llc
907,1538764 ALBERTA LTD.,1495405,1538764 alberta ltd.
908,153RD ST INVESTORS LLC,1283124,153rd st investors llc
909,"154 WEST AVIATION ENTERPRISES, INC.",1461248,"154 west aviation enterprises, inc."
910,"1540 - 1574 BOSTON ROAD PARTNERS, LLC",1649397,"1540 - 1574 boston road partners, llc"
911,1547 CSR- CHICAGO LLC,1700837,1547 csr- chicago llc
912,155 EAST TROPICANA FINANCE CORP.,1326686,155 east tropicana finance corp.
913,"155 EAST TROPICANA, LLC",1326688,"155 east tropicana, llc"
914,155 PASSAIC TEI INVESTORS LLC,1591273,155 passaic tei investors llc
915,1551533 ONTARIO LTD,1268966,1551533 ontario ltd
916,"1554 MARKET STREET FUND, LP",1703604,"1554 market street fund, lp"
917,"156 PARTNERS, LLC",1566841,"156 partners, llc"
918,156 WILLIAM STREET REIT LLC,1596821,156 william street reit llc
919,1567 MEDIA LLC,1495614,1567 media llc
920,156775 CANADA INC.,1465778,156775 canada inc.
921,157 HUDSON LLC,1277140,157 hudson llc
922,15700 SOUTH MCKINLEY AVENUE LLC,1210909,15700 south mckinley avenue llc
923,1575 TREMONT INVESTORS LLC,1418161,1575 tremont investors llc
924,"158-159-161 STREET, LLC",1560045,"158-159-161 street, llc"
925,"1585 STUDIOS, LP",1608674,"1585 studios, lp"
926,"159 FUND, LLC",1602155,"159 fund, llc"
927,159 WEST 24TH STREET LLC,1366867,159 west 24th street llc
928,"15900 SPACE, LP",1669121,"15900 space, lp"
929,1595 PACIFIC AVENUE LIMITED PARTNERSHIP,1534330,1595 pacific avenue limited partnership
930,1595 POST EQUITIES LLC,1416132,1595 post equities llc
931,1597257 ONTARIO INC.,1517831,1597257 ontario inc.
932,15TH STREET LOFTS LP,1290216,15th street lofts lp
933,"15TH STREET PARTNERS, LLC",1630054,"15th street partners, llc"
934,"16 LOTS BREWING COMPANY, LLC",1697058,"16 lots brewing company, llc"
935,"16 MILE SOLUTIONS, LLC",1466138,"16 mile solutions, llc"
936,"16 PINS, INC.",1642006,"16 pins, inc."
937,16 POINTS LLC,1647385,16 points llc
938,160 EAST 22ND TERMINAL LLC,1678333,160 east 22nd terminal llc
939,160 FEDERAL STREET REIT LLC,1675500,160 federal street reit llc
940,"160 SPEAR CORE, L.L.C.",1661918,"160 spear core, l.l.c."
941,160 TOLTEC LLC,1332261,160 toltec llc
942,1600 BARBERRY LANE LLC,1444709,1600 barberry lane llc
943,1600 GREEN STREET L P,1300151,1600 green street l p
944,1600 PREFERRED LLC,1659316,1600 preferred llc
945,16000 COMMON LLC,1600101,16000 common llc
946,1600624 ONTARIO INC.,1399556,1600624 ontario inc.
947,"1601 GARTH ROAD, LP",1601628,"1601 garth road, lp"
948,"1601 STATE STREET HOTEL INVESTORS, L.P.",1560920,"1601 state street hotel investors, l.p."
949,"1601 W CAMELBACK RD, LLC",1647200,"1601 w camelback rd, llc"
950,1601 WEST DIVISION LLC,1564409,1601 west division llc
951,1607 CAPITAL BOND FUND LP,1431317,1607 capital bond fund lp
952,1607 CAPITAL GLOBAL EQUITY FUND LP,1426152,1607 capital global equity fund lp
953,"1607 CAPITAL GLOBAL EX US FUND, LP",1635197,"1607 capital global ex us fund, lp"
954,1607 CAPITAL INTERNATIONAL EQUITY FUND LP,1426153,1607 capital international equity fund lp
955,"1607 CAPITAL PARTNERS, LLC",1436866,"1607 capital partners, llc"
956,1607 CAPITAL TAX ADVANTAGED FUND LP,1426154,1607 capital tax advantaged fund lp
957,1609 FUND LTD.,1661659,1609 fund ltd.
958,161 STREET & RIVER LLC,1187794,161 street & river llc
959,"1611 OAK CREEK LANE, LP",1623719,"1611 oak creek lane, lp"
960,"1616 WEST DALLAS (HOUSTON) OWNER, LLC",1597652,"1616 west dallas (houston) owner, llc"
961,"1620 HEWITT LENDERS, LLC",1654902,"1620 hewitt lenders, llc"
962,"1620 WORKWEAR, INC.",1687050,"1620 workwear, inc."
963,"1621 INVESTMENTS, LLC",1629780,"1621 investments, llc"
964,1621-15 INVESTMENTS LLC,1662739,1621-15 investments llc
965,1623244 ALBERTA ULC,1545245,1623244 alberta ulc
966,1626 NEW YORK ASSOCIATES LTD PARTNERSHIP,767411,1626 new york associates ltd partnership
967,"1628 B STREET, LLC",1639216,"1628 b street, llc"
968,"1629 COLUMBIA ROAD (DC), LLC",1597666,"1629 columbia road (dc), llc"
969,163 ST. NICHOLAS ASSOCIATES LLC,1626476,163 st. nicholas associates llc
970,"1630 COURT REALTY, LP",1562383,"1630 court realty, lp"
971,"1631 NW THURMAN STREET, LLC",1593931,"1631 nw thurman street, llc"
972,1633 BAYSHORE ASSOCIATES LLC,1412279,1633 bayshore associates llc
973,"1646 33RD STREET, LLLP",1551908,"1646 33rd street, lllp"
974,"165 TOWNSHIP LINE, L.P.",1538837,"165 township line, l.p."
975,"1650 NORTH PECOS ROAD, LLC",1609952,"1650 north pecos road, llc"
976,1650 SUNFLOWER LLC,1448119,1650 sunflower llc
977,1655 N FORT MYER LLC,1395725,1655 n fort myer llc
978,1655 VALLEY APF LP,1514009,1655 valley apf lp
979,166 PRODUCTIONS LLC,1593918,166 productions llc
980,"166 VALLEY STREET, LLC",1699134,"166 valley street, llc"
981,"1660 UNIVERSITY, LLC",1589510,"1660 university, llc"
982,167TH STREET MAZAL LLC,1529868,167th street mazal llc
983,"168 AMERICA RICH, L.P.",1630375,"168 america rich, l.p."
984,168 GROWTH FUND LP,1453223,168 growth fund lp
985,"1699 CP PARTNERS, LLC",1696906,"1699 cp partners, llc"
986,"16TH & CENTRAL, LLC",1687452,"16th & central, llc"
987,"17 DECATUR STREET PROPERTY, LLC",1631896,"17 decatur street property, llc"
988,17 SPRING STREET ASSOCIATES LLC,1394018,17 spring street associates llc
989,17 TRENT DRIVE LLC,1304522,17 trent drive llc
990,17 WEST MINING,1078454,17 west mining
991,17&1 ENTERPRISES,1646419,17&1 enterprises
992,1700 N. WHIPPLE ACQUISITION LLC,1550343,1700 n. whipple acquisition llc
993,1700 WEST 41ST STREET LLC,1709142,1700 west 41st street llc
994,1700480 ONTARIO INC,1625247,1700480 ontario inc
995,"1700LACY, LLC",1619401,"1700lacy, llc"
996,1701 DEXTER LLC,1570424,1701 dexter llc
997,1701 PEARLIE LLC,1701795,1701 pearlie llc
998,"1701 PRODUCTIONS, INC.",1558916,"1701 productions, inc."
999,"1701 REIT, LLC",1536614,"1701 reit, llc"
1000,1706 LENDER LP,1437511,1706 lender lp
1001,1706045 ONTARIO LTD,1449397,1706045 ontario ltd
1002,1706065 ALBERTA ULC,1680520,1706065 alberta ulc
1003,"1709 INVESTMENTS, LLC",1628002,"1709 investments, llc"
1004,1711 DIVISION LLC,1457090,1711 division llc
1005,1714 BLAKE STREET LLC,1370370,1714 blake street llc
1006,"1715 FLEET-QUEENS JEWELS, LLC",1511274,"1715 fleet-queens jewels, llc"
1007,1717 CAPITAL MANAGEMENT CO                              /BD,80869,1717 capital management co                              /bd
1008,1717 CAPITAL MANAGEMENT COMPANY,80869,1717 capital management company
1009,17205 LLC,1636998,17205 llc
1010,"1722 SUMMIT PARTNERS, LLC",1627658,"1722 summit partners, llc"
1011,"17275 DERIAN, LP",1671834,"17275 derian, lp"
1012,1730 INVESTMENT CO INC,1156595,1730 investment co inc
1013,1732 FREMONT SEASIDE LLC,1385572,1732 fremont seaside llc
1014,1735 RUTLAND COMMUNITIES LP,1593706,1735 rutland communities lp
1015,1735 RUTLAND MANAGER LP,1593705,1735 rutland manager lp
1016,"1736 BOULDER ST., LLC",1551854,"1736 boulder st., llc"
1017,"1736 CAROTHERS PARKWAY, LLC",1644239,"1736 carothers parkway, llc"
1018,1737 CONNECTICUT AVEUNE LLC,1465576,1737 connecticut aveune llc
1019,174 W 137 LLC,1516367,174 w 137 llc
1020,1740 #34FD2,1498786,1740 #34fd2
1021,1740 #37FD,1498785,1740 #37fd
1022,1740 #40FD-D,1585594,1740 #40fd-d
1023,1740 #40FD-R,1585593,1740 #40fd-r
1024,"1740 ASSOCIATES, L.L.C.",1312443,"1740 associates, l.l.c."
1025,1740 TRUST #27FD,1498758,1740 trust #27fd
1026,1740 TRUST #40-37D,1507913,1740 trust #40-37d
1027,1740 TRUST #40-37R,1507914,1740 trust #40-37r
1028,1740 TRUST #40-AANP,1508183,1740 trust #40-aanp
1029,1740 TRUST #40-AB,1507891,1740 trust #40-ab
1030,1740 TRUST #40-AD,1507892,1740 trust #40-ad
1031,1740 TRUST #40-AJ,1507890,1740 trust #40-aj
1032,1740 TRUST #40-ALUSHTA,1507915,1740 trust #40-alushta
1033,1740 TRUST #40-AS,1508185,1740 trust #40-as
1034,1740 TRUST #40-BANANA B,1507903,1740 trust #40-banana b
1035,1740 TRUST #40-DS,1508186,1740 trust #40-ds
1036,1740 TRUST #40-EVPATORIA,1507916,1740 trust #40-evpatoria
1037,1740 TRUST #40-FDA,1508179,1740 trust #40-fda
1038,1740 TRUST #40-FDJ,1508181,1740 trust #40-fdj
1039,1740 TRUST #40-FDM,1508180,1740 trust #40-fdm
1040,1740 TRUST #40-FESTUS BAHAMAS,1508285,1740 trust #40-festus bahamas
1041,1740 TRUST #40-FRANCIS,1507894,1740 trust #40-francis
1042,1740 TRUST #40-IZYUM,1507917,1740 trust #40-izyum
1043,1740 TRUST #40-JAYBIRD B,1507898,1740 trust #40-jaybird b
1044,1740 TRUST #40-JON JACOB B,1507899,1740 trust #40-jon jacob b
1045,1740 TRUST #40-JV,1508187,1740 trust #40-jv
1046,1740 TRUST #40-LADINI B,1507897,1740 trust #40-ladini b
1047,1740 TRUST #40-LOCUST,1507893,1740 trust #40-locust
1048,1740 TRUST #40-NIKOPOL,1507919,1740 trust #40-nikopol
1049,1740 TRUST #40-RAPN,1507920,1740 trust #40-rapn
1050,1740 TRUST #40-SANGDU,1507895,1740 trust #40-sangdu
1051,1740 TRUST #40-SCORPION NASSAU,1508286,1740 trust #40-scorpion nassau
1052,1740 TRUST #40-THP,1508182,1740 trust #40-thp
1053,1740 TRUST #40-TV,1508284,1740 trust #40-tv
1054,1740 TRUST #40-VERED ISLAND,1508287,1740 trust #40-vered island
1055,1740 TRUST #40-WJGP,1508184,1740 trust #40-wjgp
1056,1740 TRUST #40-ZAP B,1508177,1740 trust #40-zap b
1057,1740 TRUST RSP,1508253,1740 trust rsp
1058,1740-40 AANP TRUST,1499155,1740-40 aanp trust
1059,1745 BROADWAY REALTY CORP,1425005,1745 broadway realty corp
1060,175 AMLEGIAN REVERE REALTY TRUST,1029197,175 amlegian revere realty trust
1061,175 BAR & GRILL LLC,1220511,175 bar & grill llc
1062,175 SOPRAFFINA MARKETCAFFE LLC,1220512,175 sopraffina marketcaffe llc
1063,"175 VARICK CORE, L.L.C.",1629332,"175 varick core, l.l.c."
1064,"1755 VAL VISTA, LLC",1563386,"1755 val vista, llc"
1065,"1756 CLARKSON ST., LLC",1562395,"1756 clarkson st., llc"
1066,"17646 NORTH CAVE CREEK ROAD, LLC",1550838,"17646 north cave creek road, llc"
1067,"17700 COLLINS AVENUE INVESTORS, LLC",1663593,"17700 collins avenue investors, llc"
1068,"1771-1773 FIRST AVE., LLC",1533859,"1771-1773 first ave., llc"
1069,1772 BPC EQUITY II LLC,1407198,1772 bpc equity ii llc
1070,1772 BPC EQUITY LLC,1386226,1772 bpc equity llc
1071,"1776 GLOBAL, INC. PBC",1670446,"1776 global, inc. pbc"
1072,1776 MASS AVE MENBER LLC,1337655,1776 mass ave menber llc
1073,1776 MEDIA NETWORK INC,1321165,1776 media network inc
1074,"1776 SEED INVESTORS, LP",1606491,"1776 seed investors, lp"
1075,1780 VAN DYKE LLC,1636497,1780 van dyke llc
1076,1784 FUNDS,897217,1784 funds
1077,"1784 SELF STORAGE SITE ACQUISITION II, LLC",1708400,"1784 self storage site acquisition ii, llc"
1078,"1784 SELF STORAGE SITE ACQUISITION, LLC",1685518,"1784 self storage site acquisition, llc"
1079,"1784 SOLAR, LLC",1650893,"1784 solar, llc"
1080,"1787 FINANCIAL CORPORATION, INC.",1706256,"1787 financial corporation, inc."
1081,"1789 GLOBAL ASYMMETRIC OPPORTUNITIES FUND, LP",1562600,"1789 global asymmetric opportunities fund, lp"
1082,1791 RE INVESTMENT FUND SEG 12,1673077,1791 re investment fund seg 12
1083,"1792 SECURITIES, LLC",1421259,"1792 securities, llc"
1084,1794 COMMODORE FUND LP,1180198,1794 commodore fund lp
1085,1794 COMMODORE OVERSEAS FUND LTD,1457634,1794 commodore overseas fund ltd
1086,1794 EVENT DRIVEN FUND LP,1382791,1794 event driven fund lp
1087,1794 EVENT DRIVEN OVERSEAS FUND LTD,1457632,1794 event driven overseas fund ltd
1088,1794 SELECT FUND LP,1461059,1794 select fund lp
1089,1798 CONSUMER EQUITY LONG/SHORT FUND LP,1563589,1798 consumer equity long/short fund lp
1090,1798 CONSUMER EQUITY LONG/SHORT FUND,1564247,1798 consumer equity long/short fund
1091,1798 CREDIT CONVEXITY FUND LTD,1687743,1798 credit convexity fund ltd
1092,1798 FUNDAMENTAL EQUITIES FUND LP,1437860,1798 fundamental equities fund lp
1093,1798 FUNDAMENTAL STRATEGIES FUND LP,1437860,1798 fundamental strategies fund lp
1094,1798 GLOBAL MACRO FUND LP,1688225,1798 global macro fund lp
1095,1798 GLOBAL MACRO FUND LTD,1687768,1798 global macro fund ltd
1096,1798 GLOBAL PARTNERS (CAYMAN ISLANDS) LTD.,1427790,1798 global partners (cayman islands) ltd.
1097,1798 RELATIVE VALUE FUND LP,1437860,1798 relative value fund lp
1098,1798 US SPECIAL SITUATIONS FUND LP,1575118,1798 us special situations fund lp
1099,179D LTD,1330447,179d ltd
1100,17CAPITAL FUND 4 L.P.,1702816,17capital fund 4 l.p.
1101,"17TH & BOULDER, LLC",1572452,"17th & boulder, llc"
1102,17TH STREET DELTA ACQUISITION CORP,1272143,17th street delta acquisition corp
1103,17TH STREET ENTERTAINMENT II LLC,1435813,17th street entertainment ii llc
1104,17TH STREET FUND LP,1213343,17th street fund lp
1105,17TH STREET SERIES A L P,1365353,17th street series a l p
1106,17TH STREET SERIES B LP,1367975,17th street series b lp
1107,17TH&UNION LLC,1317061,17th&union llc
1108,"18 GREENWICH AVENUE, LLC",1528384,"18 greenwich avenue, llc"
1109,"18 PARTNERS, LLC",1548050,"18 partners, llc"
1110,18 SOUTH GEORGE STREET LLC,1278657,18 south george street llc
1111,"18 SQUARED TACTICAL FUND, LP",1682468,"18 squared tactical fund, lp"
1112,18 WEST 76 REALTY LLC,1567605,18 west 76 realty llc
1113,180 CAPITAL FUND I L P,1290007,180 capital fund i l p
1114,180 CONNECT INC.,1323639,180 connect inc.
1115,180 CONNECT INC,1359950,180 connect inc
1116,180 DEGREE CAPITAL CORP. /NY/,893739,180 degree capital corp. /ny/
1117,180 DEGREE VENTURES LLC,1377173,180 degree ventures llc
1118,"180 GROUP WEST, LLC",1627345,"180 group west, llc"
1119,180 HEALTH PARTNERS INC.,1687246,180 health partners inc.
1120,180 JAMAICA CORP.,1294080,180 jamaica corp.
1121,180 JAMAICA INC,1051663,180 jamaica inc
1122,180 N LASALLE REIT,1664595,180 n lasalle reit
1123,"180 SKILLS, LLC",1506066,"180 skills, llc"
1124,180 SOLUTIONS INC,1143807,180 solutions inc
1125,180-182 BROADWAY CORP.,1511055,180-182 broadway corp.
1126,1800 WILSON BOULEVARD APARTMENTS LLC,1245865,1800 wilson boulevard apartments llc
1127,1800DIAPERS INC,1379431,1800diapers inc
1128,"1802 BELMONT REALTY, LLC",1653575,"1802 belmont realty, llc"
1129,1804 RUNDBERG COMMUNITIES LP,1593711,1804 rundberg communities lp
1130,1804 RUNDBERG MANAGER LP,1593710,1804 rundberg manager lp
1131,180S INC,1305605,180s inc
1132,180S LLC,1295552,180s llc
1133,180SOLUTIONS INC,1358381,180solutions inc
1134,"1810 INVESTORS, LLC",1607614,"1810 investors, llc"
1135,"1810 MANAGER, LLC",1607616,"1810 manager, llc"
1136,"1810 VENTURE, LLC",1607612,"1810 venture, llc"
1137,"1812 REIT, LLC",1536615,"1812 reit, llc"
1138,"1812 UNIVERSITY AVENUE, LLC, A CALIFORNIA LTD LIABILITY CO",1583141,"1812 university avenue, llc, a california ltd liability co"
1139,"1814 ESTRADA, LP",1692055,"1814 estrada, lp"
1140,1815 PREFERRED LLC,1690463,1815 preferred llc
1141,1818 FUND II LP,853874,1818 fund ii lp
1142,1818 FUND III LP,1086778,1818 fund iii lp
1143,1818 FUND LP BROWN BROTHERS HARRIMAN CO LONG T MICHAEL ET AL,904953,1818 fund lp brown brothers harriman co long t michael et al
1144,"1818 I, L.P.",1670253,"1818 i, l.p."
1145,"1818 MASTER PARTNERS, LTD.",1490445,"1818 master partners, ltd."
1146,1818 MEZZANINE FUND II LP,1133599,1818 mezzanine fund ii lp
1147,1818 MEZZANINE FUND LP,1085974,1818 mezzanine fund lp
1148,1818 PARTNERS LP,1136915,1818 partners lp
1149,"1818 PARTNERS, LLC",1581825,"1818 partners, llc"
1150,1819 N.W. 5TH OKC LLC,1320249,1819 n.w. 5th okc llc
1151,18205 GREVILLEAAVE LLC,1424139,18205 grevilleaave llc
1152,"1824 FUND, LTD.",1676614,"1824 fund, ltd."
1153,1826 NORTH 51ST STREET LLC,1529332,1826 north 51st street llc
1154,1828 JEFFERSON PLACE LLC,1320880,1828 jefferson place llc
1155,"1829 SUMMIT PLACE (DC), LLC",1597663,"1829 summit place (dc), llc"
1156,1829356 ONTARIO LTD,1633119,1829356 ontario ltd
1157,183 HOTEL ASSOCIATES LTD,1142368,183 hotel associates ltd
1158,"1830 HOLDINGS, LLC",1594899,"1830 holdings, llc"
1159,18300 ROCKSIDE RD LLC,1583928,18300 rockside rd llc
1160,1832 ASSET MANAGEMENT L.P.,944388,1832 asset management l.p.
1161,"1835 E WARNER LESSEE, LLC",1641262,"1835 e warner lessee, llc"
